id	label	description	url	x	y	cluster	weight<Links>	weight<Total link strength>	weight<Norm. citations>	weight<Citations>	score<Pub. year>	score<Norm. citations>	score<Citations>
6466	seth d. norrholm (2011a)	"<table><tr><td>Authors:</td><td>seth d. norrholm; tanja jovanović</td></tr><tr><td>Title:</td><td>translational fear inhibition models as indices of trauma-related psychopathology</td></tr><tr><td>Source:</td><td>current psychiatry reviews, 7(3), 194-204</td></tr><tr><td>Year:</td><td>2011</td></tr></table>"	https://doi.org/https://doi.org/10.2174/157340011797183193	2.3915	0.5105	3	541	1748	0.16	14	2011	0.16	14
6467	max m. north (1995)	"<table><tr><td>Authors:</td><td>max m. north; sarah m. north; joseph r. coble</td></tr><tr><td>Title:</td><td>effectiveness of virtual environment desensitization in the treatment of agoraphobia</td></tr><tr><td>Source:</td><td>the international journal of virtual reality/the international journal of virtual reality, 1(2), 25-34</td></tr><tr><td>Year:</td><td>1995</td></tr></table>"	https://doi.org/https://doi.org/10.20870/ijvr.1995.1.2.2603	-0.3776	0.6517	1	10	10	0.2261	25	1995	0.2261	25
6468	amber e. mendres (2010)	"<table><tr><td>Authors:</td><td>amber e. mendres; john c. borrero</td></tr><tr><td>Title:</td><td>development and modification of a response class via positive and negative reinforcement: a translational approach</td></tr><tr><td>Source:</td><td>journal of applied behavior analysis, 43(4), 653-672</td></tr><tr><td>Year:</td><td>2010</td></tr></table>"	https://doi.org/https://doi.org/10.1901/jaba.2010.43-653	-0.6938	1.1487	1	69	118	0.1054	13	2010	0.1054	13
6470	shigeru iwakabe (2013)	"<table><tr><td>Authors:</td><td>shigeru iwakabe</td></tr><tr><td>Title:</td><td>competing models of evidence and corroborating research strategies: shaping the landscape of psychotherapy research in the era of evidence-based practice</td></tr><tr><td>Source:</td><td>psychologia, 56(2), 89-112</td></tr><tr><td>Year:</td><td>2013</td></tr></table>"	https://doi.org/https://doi.org/10.2117/psysoc.2013.89	-0.6894	-0.1045	1	207	290	0.0714	4	2013	0.0714	4
6471	stefan sütterlin (2015)	"<table><tr><td>Authors:</td><td>stefan sütterlin; lars even egner; ricardo g. lugo; slawomir wojniusz</td></tr><tr><td>Title:</td><td>beyond expectation: a case for nonpersonal contextual factors in a more comprehensive approach to the placebo effect and the contribution of environmental psychology</td></tr><tr><td>Source:</td><td>psychology research and behavior management, 259-259</td></tr><tr><td>Year:</td><td>2015</td></tr></table>"	https://doi.org/https://doi.org/10.2147/prbm.s91774	1.3157	-0.2307	6	7	8	0.0575	3	2015	0.0575	3
6472	andrea friedrichs-dachale (2020)	"<table><tr><td>Authors:</td><td>andrea friedrichs-dachale; harald ullmann</td></tr><tr><td>Title:</td><td>katathym imaginative psychotherapie (kip)</td></tr><tr><td>Source:</td><td>pdp. psychodynamische psychotherapie/psychodynamische psychotherapie, 19(2), 153-173</td></tr><tr><td>Year:</td><td>2020</td></tr></table>"	https://doi.org/https://doi.org/10.21706/pdp-19-2-153	-0.1671	-1.4054	8	1	1	0.127	2	2020	0.127	2
6474	giovanni a. fava (2020)	"<table><tr><td>Authors:</td><td>giovanni a. fava; jenny guidi</td></tr><tr><td>Title:</td><td>das streben nach euthymie</td></tr><tr><td>Source:</td><td>ärztliche psychotherapie und psychosomatische medizin, 15(3), 149-165</td></tr><tr><td>Year:</td><td>2020</td></tr></table>"	https://doi.org/https://doi.org/10.21706/aep-15-3-149	-0.3955	-0.4175	2	358	530	0.0635	1	2020	0.0635	1
6475	xiaohua liu (2020)	"<table><tr><td>Authors:</td><td>xiaohua liu; yun wang; daihui peng; huifeng zhang; yingxia zheng; yan wu; yun-ai su; ming liu; xiancang ma; yang li; jianfei shi; xiaojing cheng; rong han; yiru fang</td></tr><tr><td>Title:</td><td>&lt;p&gt;the developmental and translational study on biomarkers and clinical characteristics-based diagnostic and therapeutic identification of major depressive disorder: study protocol for a multicenter randomized controlled trial in china&lt;/p&gt;</td></tr><tr><td>Source:</td><td>neuropsychiatric disease and treatment, volume 16, 2343-2351</td></tr><tr><td>Year:</td><td>2020</td></tr></table>"	https://doi.org/https://doi.org/10.2147/ndt.s271842	0.2876	-0.3406	6	68	74	0.0635	1	2020	0.0635	1
6476	martin rufer (2021)	"<table><tr><td>Authors:</td><td>martin rufer</td></tr><tr><td>Title:</td><td>bilanz therapeutischer arbeit</td></tr><tr><td>Source:</td><td>familiendynamik, 46(2), 134-141</td></tr><tr><td>Year:</td><td>2021</td></tr></table>"	https://doi.org/https://doi.org/10.21706/fd-46-2-134	-1.1923	-0.5002	1	1	1	0.1159	1	2021	0.1159	1
6477	erica hornstein (2021)	"<table><tr><td>Authors:</td><td>erica hornstein; naomi i. eisenberger</td></tr><tr><td>Title:</td><td>an argument for reconsidering the role of social support in treating anxiety disorders</td></tr><tr><td>Source:</td><td>journal of psychiatry and brain science</td></tr><tr><td>Year:</td><td>2021</td></tr></table>"	https://doi.org/https://doi.org/10.20900/jpbs.20210010	1.8546	0.2916	3	464	710	0.1159	1	2021	0.1159	1
6482	jana volkert (2022)	"<table><tr><td>Authors:</td><td>jana volkert</td></tr><tr><td>Title:</td><td>relationale ansätze in der mentalisierungsbasierten therapie</td></tr><tr><td>Source:</td><td>pdp. psychodynamische psychotherapie/psychodynamische psychotherapie, 21(1), 45-55</td></tr><tr><td>Year:</td><td>2022</td></tr></table>"	https://doi.org/https://doi.org/10.21706/pdp-21-1-45	-0.9304	-0.2061	1	56	96	0	0	2022	0	0
6483	matthew s. herbert (2022b)	"<table><tr><td>Authors:</td><td>matthew s. herbert; mara tynan; ariel j. lang; autumn backhaus; pollyanna v. casmar; shahrokh golshan; niloofar afari</td></tr><tr><td>Title:</td><td>an integrated mindfulness meditation and acceptance and commitment therapy intervention for chronic pain: rationale, design, and methodology of a pilot randomized controlled trial of acting with mindfulness for pain (amp)</td></tr><tr><td>Source:</td><td>social science research network</td></tr><tr><td>Year:</td><td>2022</td></tr></table>"	https://doi.org/https://doi.org/10.2139/ssrn.4057808	-0.0286	-0.5043	2	673	971	0	0	2022	0	0
6484	bartosz piasecki (2019)	"<table><tr><td>Authors:</td><td>bartosz piasecki; karolina kabzińska</td></tr><tr><td>Title:</td><td>neuropsychological deficits in depression – a challenge for cognitive-behavioral therapies</td></tr><tr><td>Source:</td><td>journal of medical science, 88(4), 227-234</td></tr><tr><td>Year:</td><td>2019</td></tr></table>"	https://doi.org/https://doi.org/10.20883/medical.318	-0.1368	-0.352	2	386	430	0	0	2019	0	0
6487	dale l. smith (2021)	"<table><tr><td>Authors:</td><td>dale l. smith; merdijana kovacevic; mauricio montes; sarah pridgen; philip held</td></tr><tr><td>Title:</td><td>improving mental, physical, and social functioning through participation in a 3-week cognitive processing therapy-based intensive ptsd treatment</td></tr><tr><td>Source:</td><td>social science research network</td></tr><tr><td>Year:</td><td>2021</td></tr></table>"	https://doi.org/https://doi.org/10.2139/ssrn.3979947	0.4789	-0.5486	4	170	255	0	0	2021	0	0
6490	erik hedman (2011)	"<table><tr><td>Authors:</td><td>erik hedman; tomas furmark; per carlbring; brjánn ljótsson; christian rück; nils lindefors; gerhard andersson</td></tr><tr><td>Title:</td><td>a 5-year follow-up of internet-based cognitive behavior therapy for social anxiety disorder</td></tr><tr><td>Source:</td><td>jmir. journal of medical internet research/journal of medical internet research, 13(2), e39-e39</td></tr><tr><td>Year:</td><td>2011</td></tr></table>"	https://doi.org/https://doi.org/10.2196/jmir.1776	0.6553	-0.2483	7	541	961	1.3032	114	2011	1.3032	114
6491	sven alfonsson (2016)	"<table><tr><td>Authors:</td><td>sven alfonsson; erik olsson; timo hursti</td></tr><tr><td>Title:</td><td>motivation and treatment credibility predicts dropout, treatment adherence, and clinical outcomes in an internet-based cognitive behavioral relaxation program: a randomized controlled trial</td></tr><tr><td>Source:</td><td>jmir. journal of medical internet research/journal of medical internet research, 18(3), e52-e52</td></tr><tr><td>Year:</td><td>2016</td></tr></table>"	https://doi.org/https://doi.org/10.2196/jmir.5352	-0.2082	-0.165	1	386	457	2.0185	97	2016	2.0185	97
6492	kazuki matsumoto (2018)	"<table><tr><td>Authors:</td><td>kazuki matsumoto; chihiro sutoh; kenichi asano; yoichi seki; yuko urao; mizue yokoo; rieko takanashi; tokiko yoshida; mari tanaka; remi noguchi; shinobu nagata; keiko oshiro; noriko numata; motohisa hirose; kensuke yoshimura; kazue nagai; yasunori sato; toshifumi kishimoto; akiko nakagawa; eiji shimizu</td></tr><tr><td>Title:</td><td>internet-based cognitive behavioral therapy with real-time therapist support via videoconference for patients with obsessive-compulsive disorder, panic disorder, and social anxiety disorder: pilot single-arm trial</td></tr><tr><td>Source:</td><td>jmir. journal of medical internet research/journal of medical internet research, 20(12), e12091-e12091</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/https://doi.org/10.2196/12091	0.5726	-0.228	5	1027	1635	1.6708	61	2018	1.6708	61
6493	michael kyrios (2018)	"<table><tr><td>Authors:</td><td>michael kyrios; claire ahern; daniel b. fassnacht; maja nedeljkovic; richard moulding; denny meyer</td></tr><tr><td>Title:</td><td>therapist-assisted internet-based cognitive behavioral therapy versus progressive relaxation in obsessive-compulsive disorder: randomized controlled trial</td></tr><tr><td>Source:</td><td>jmir. journal of medical internet research/journal of medical internet research, 20(8), e242-e242</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/https://doi.org/10.2196/jmir.9566	0.3302	-0.1252	5	406	627	1.479	54	2018	1.479	54
6494	shervin shahnavaz (2018)	"<table><tr><td>Authors:</td><td>shervin shahnavaz; erik hedman‐lagerlöf; tove hasselblad; lena reuterskiöld; viktor kaldo; göran dahllöf</td></tr><tr><td>Title:</td><td>internet-based cognitive behavioral therapy for children and adolescents with dental anxiety: open trial</td></tr><tr><td>Source:</td><td>jmir. journal of medical internet research/journal of medical internet research, 20(1), e12-e12</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/https://doi.org/10.2196/jmir.7803	-0.137	0.167	1	321	366	0.8491	31	2018	0.8491	31
6495	alastair j. cunningham (1996)	"<table><tr><td>Authors:</td><td>alastair j. cunningham; claire v.i. edmonds</td></tr><tr><td>Title:</td><td>group psychological therapy for cancer patients: a point of view, and discussion of the hierarchy of options</td></tr><tr><td>Source:</td><td>international journal of psychiatry in medicine, 26(1), 51-82</td></tr><tr><td>Year:</td><td>1996</td></tr></table>"	https://doi.org/https://doi.org/10.2190/6pg2-gun8-gk2w-cxap	-0.4564	-0.0325	1	14	26	0.8987	65	1996	0.8987	65
6496	rebecca richards (2022)	"<table><tr><td>Authors:</td><td>rebecca richards; rebecca a. jones; fiona whittle; carly a hughes; andrew j. hill; emma lawlor; jennifer bostock; sarah bates; penny breeze; alan brennan; chloe thomas; marie stubbings; jennifer woolston; simon j. griffin; amy l. ahern</td></tr><tr><td>Title:</td><td>development of a web-based, guided self-help, acceptance and commitment therapy–based intervention for weight loss maintenance: evidence-, theory-, and person-based approach</td></tr><tr><td>Source:</td><td>jmir formative research, 6(1), e31801-e31801</td></tr><tr><td>Year:</td><td>2022</td></tr></table>"	https://doi.org/https://doi.org/10.2196/31801	-0.4383	-0.229	1	61	83	1.8209	10	2022	1.8209	10
6497	alexander rozental (2013)	"<table><tr><td>Authors:</td><td>alexander rozental; per carlbring</td></tr><tr><td>Title:</td><td>internet-based cognitive behavior therapy for procrastination: study protocol for a randomized controlled trial</td></tr><tr><td>Source:</td><td>jmir research protocols, 2(2), e46-e46</td></tr><tr><td>Year:</td><td>2013</td></tr></table>"	https://doi.org/https://doi.org/10.2196/resprot.2801	0.0822	-0.3411	8	448	566	0.5357	30	2013	0.5357	30
6498	christina m. hassija (2015)	"<table><tr><td>Authors:</td><td>christina m. hassija; marylène cloître</td></tr><tr><td>Title:</td><td>stair narrative therapy: a skills focused approach to trauma-related distress</td></tr><tr><td>Source:</td><td>current psychiatry reviews, 11(3), 172-179</td></tr><tr><td>Year:</td><td>2015</td></tr></table>"	https://doi.org/https://doi.org/10.2174/1573400511666150629105544	0.5756	-0.2323	4	245	317	0.3258	17	2015	0.3258	17
6499	françois carbonnel (2019)	"<table><tr><td>Authors:</td><td>françois carbonnel; grégory ninot</td></tr><tr><td>Title:</td><td>identifying frameworks for validation and monitoring of consensual behavioral intervention technologies: narrative review</td></tr><tr><td>Source:</td><td>jmir. journal of medical internet research/journal of medical internet research, 21(10), e13606-e13606</td></tr><tr><td>Year:</td><td>2019</td></tr></table>"	https://doi.org/https://doi.org/10.2196/13606	-0.3844	-0.0993	1	81	98	0.7263	17	2019	0.7263	17
6500	kathleen o'connor (2020)	"<table><tr><td>Authors:</td><td>kathleen o'connor; alexa bagnell; patrick j. mcgrath; lori wozney; anna radomski; rhonda j. rosychuk; sarah curtis; mona jabbour; eleanor fitzpatrick; david w. johnson; arto öhinmaa; anthony s. joyce; amanda s. newton</td></tr><tr><td>Title:</td><td>an internet-based cognitive behavioral program for adolescents with anxiety: pilot randomized controlled trial</td></tr><tr><td>Source:</td><td>jmir mental health, 7(7), e13356-e13356</td></tr><tr><td>Year:</td><td>2020</td></tr></table>"	https://doi.org/https://doi.org/10.2196/13356	0.3666	-0.1895	6	178	224	0.9526	15	2020	0.9526	15
6501	kiona k. weisel (2020)	"<table><tr><td>Authors:</td><td>kiona k. weisel; anna‐carlotta zarski; thomas berger; tobias krieger; christian moser; michael p schaub; dennis görlich; matthias berking; david daniel ebert</td></tr><tr><td>Title:</td><td>user experience and effects of an individually tailored transdiagnostic internet-based and mobile-supported intervention for anxiety disorders: mixed-methods study</td></tr><tr><td>Source:</td><td>jmir. journal of medical internet research/journal of medical internet research, 22(9), e16450-e16450</td></tr><tr><td>Year:</td><td>2020</td></tr></table>"	https://doi.org/https://doi.org/10.2196/16450	0.3076	-0.2955	5	682	901	0.8891	14	2020	0.8891	14
6502	lori m. hilt (2004)	"<table><tr><td>Authors:</td><td>lori m. hilt</td></tr><tr><td>Title:</td><td>attribution retraining for therapeutic change: theory, practice, and future directions</td></tr><tr><td>Source:</td><td>imagination, cognition and personality, 23(4), 289-307</td></tr><tr><td>Year:</td><td>2004</td></tr></table>"	https://doi.org/https://doi.org/10.2190/wc91-vxqk-n665-2j2y	-0.5211	0.1748	1	362	438	0.2214	28	2004	0.2214	28
6505	renée e klein schaarsberg (2022)	"<table><tr><td>Authors:</td><td>renée e klein schaarsberg; arne popma; ramón lindauer; levi van dam</td></tr><tr><td>Title:</td><td>the effects of a virtual reality–based training program for adolescents with disruptive behavior problems on cognitive distortions and treatment motivation: protocol for a multiple baseline single-case experimental design</td></tr><tr><td>Source:</td><td>jmir research protocols, 11(5), e33555-e33555</td></tr><tr><td>Year:</td><td>2022</td></tr></table>"	https://doi.org/https://doi.org/10.2196/33555	-0.5671	-0.1246	1	212	234	1.0925	6	2022	1.0925	6
6507	joseph f. mcguire (2012)	"<table><tr><td>Authors:</td><td>joseph f. mcguire; adam b. lewin; daniel geller; ashley r. brown; kesley a. ramsey; jane mutch; andrew mittelman; jamie a. micco; cary jordan; sabine wilhelm; tanya k. murphy; brent j. small; eric a. storch</td></tr><tr><td>Title:</td><td>advances in the treatment of pediatric obsessive–compulsive disorder: rationale and design for the evaluation of<scp>d</scp>-cycloserine with exposure and response prevention</td></tr><tr><td>Source:</td><td>neuropsychiatry, 2(4), 291-300</td></tr><tr><td>Year:</td><td>2012</td></tr></table>"	https://doi.org/https://doi.org/10.2217/npy.12.38	1.1135	0.3014	3	459	1232	0.198	13	2012	0.198	13
6508	daisaku sato (2022)	"<table><tr><td>Authors:</td><td>daisaku sato; yoichi sekizawa; chihiro sutoh; yoshiyuki hirano; sho okawa; motohisa hirose; ryo takemura; eiji shimizu</td></tr><tr><td>Title:</td><td>effectiveness of unguided internet-based cognitive behavioral therapy and the three good things exercise for insomnia: 3-arm randomized controlled trial</td></tr><tr><td>Source:</td><td>jmir. journal of medical internet research/journal of medical internet research, 24(2), e28747-e28747</td></tr><tr><td>Year:</td><td>2022</td></tr></table>"	https://doi.org/https://doi.org/10.2196/28747	0.0907	-0.4374	8	257	326	0.9104	5	2022	0.9104	5
6509	nicholas p. spaños (1986)	"<table><tr><td>Authors:</td><td>nicholas p. spaños; virginia gail ollerhead; maxwell i. gwynn</td></tr><tr><td>Title:</td><td>the effects of three instructional treatments on pain magnitude and pain tolerance: implications for theories of hypnotic analgesia</td></tr><tr><td>Source:</td><td>imagination, cognition and personality, 5(4), 321-337</td></tr><tr><td>Year:</td><td>1986</td></tr></table>"	https://doi.org/https://doi.org/10.2190/ah81-2bpq-jhe0-cb2l	-0.7398	0.5061	1	91	103	0.1729	20	1986	0.1729	20
6510	lauri lukka (2023)	"<table><tr><td>Authors:</td><td>lauri lukka; j. matias palva</td></tr><tr><td>Title:</td><td>the development of game-based digital mental health interventions: bridging the paradigms of health care and entertainment</td></tr><tr><td>Source:</td><td>jmir serious games, 11, e42173-e42173</td></tr><tr><td>Year:</td><td>2023</td></tr></table>"	https://doi.org/https://doi.org/10.2196/42173	-0.1868	-0.1156	1	213	258	0.4829	1	2023	0.4829	1
6511	noreen bannan (2005)	"<table><tr><td>Authors:</td><td>noreen bannan</td></tr><tr><td>Title:</td><td>multimodal therapy of treatment resistant depression: a study and analysis</td></tr><tr><td>Source:</td><td>international journal of psychiatry in medicine, 35(1), 27-39</td></tr><tr><td>Year:</td><td>2005</td></tr></table>"	https://doi.org/https://doi.org/10.2190/kan6-m5hw-adt2-p5ae	-0.4451	0.1217	1	730	882	0.1879	13	2005	0.1879	13
6512	jessica l. borelli (2004)	"<table><tr><td>Authors:</td><td>jessica l. borelli; daryn h. david</td></tr><tr><td>Title:</td><td>attachment theory and research as a guide to psychotherapy practice</td></tr><tr><td>Source:</td><td>imagination, cognition and personality, 23(4), 257-287</td></tr><tr><td>Year:</td><td>2004</td></tr></table>"	https://doi.org/https://doi.org/10.2190/kqye-p3en-xatc-pwb7	-1.0254	-0.1276	1	383	719	0.1028	13	2004	0.1028	13
6516	s. kelly avants (1990)	"<table><tr><td>Authors:</td><td>s. kelly avants; arthur margolin; peter salovey</td></tr><tr><td>Title:</td><td>stress management techniques: anxiety reduction, appeal, and individual differences</td></tr><tr><td>Source:</td><td>imagination, cognition and personality, 10(1), 3-23</td></tr><tr><td>Year:</td><td>1990</td></tr></table>"	https://doi.org/https://doi.org/10.2190/wdh5-gev3-yt3c-95ny	-0.3338	0.275	1	53	57	0.2256	15	1990	0.2256	15
6517	mark burnley (1993)	"<table><tr><td>Authors:</td><td>mark burnley; patricia a. cross; nicholas p. spaños</td></tr><tr><td>Title:</td><td>the effects of stress inoculation training and skills training on the treatment of speech anxiety</td></tr><tr><td>Source:</td><td>imagination, cognition and personality, 12(4), 355-366</td></tr><tr><td>Year:</td><td>1993</td></tr></table>"	https://doi.org/https://doi.org/10.2190/n6tk-ar8q-l4e9-0rj0	-0.2829	0.5387	1	162	198	0.232	14	1993	0.232	14
6518	masood mazaheri (2014)	"<table><tr><td>Authors:</td><td>masood mazaheri; hamed daghaghzadeh; hamid afshar; narges mohammadi</td></tr><tr><td>Title:</td><td>the effectiveness of the unified protocol on emotional dysregulation and cognitive emotion regulation strategies in patients with psychosomatic disorders</td></tr><tr><td>Source:</td><td>international journal of body, mind and culture, 1(1), 73-82</td></tr><tr><td>Year:</td><td>2014</td></tr></table>"	https://doi.org/https://doi.org/10.22122/ijbmc.v1i1.7	0.0984	-0.4378	2	332	464	0.089	5	2014	0.089	5
6519	john r. means (1987)	"<table><tr><td>Authors:</td><td>john r. means; gregory l. wilson; lesley j. dlugokinski</td></tr><tr><td>Title:</td><td>self-initiated imaginal and cognitive components: evaluation of differential effectiveness in altering unpleasant moods</td></tr><tr><td>Source:</td><td>imagination, cognition and personality, 6(3), 219-229</td></tr><tr><td>Year:</td><td>1987</td></tr></table>"	https://doi.org/https://doi.org/10.2190/4l1t-4hxy-26vl-llm9	-0.6183	0.4238	1	169	216	0.1318	7	1987	0.1318	7
6520	robert g. kunzendorf (2004)	"<table><tr><td>Authors:</td><td>robert g. kunzendorf; michelle mcglone; deborah hulihan; katherine boulia; jaclyn portuese; thomas dinsmore; elizabeth bramhall</td></tr><tr><td>Title:</td><td>reframing cognitive therapy to integrate recent research on emotion, imagery, and self-talk</td></tr><tr><td>Source:</td><td>imagination, cognition and personality, 23(4), 309-323</td></tr><tr><td>Year:</td><td>2004</td></tr></table>"	https://doi.org/https://doi.org/10.2190/garp-vtw6-0k1f-nv30	-0.3025	0.3322	1	290	350	0.0316	4	2004	0.0316	4
6521	nicholas p. spaños (1992)	"<table><tr><td>Authors:</td><td>nicholas p. spaños; ann sims; barbara de faye; thomas j. mondoux; nataue j. gabora</td></tr><tr><td>Title:</td><td>a comparison of hypnotic and nonhypnotic treatments for smoking</td></tr><tr><td>Source:</td><td>imagination, cognition and personality, 12(1), 23-43</td></tr><tr><td>Year:</td><td>1992</td></tr></table>"	https://doi.org/https://doi.org/10.2190/l05b-y2ry-k6j2-769e	-0.6911	0.4498	1	7	16	0.0847	7	1992	0.0847	7
6523	miranda beltzer (2023)	"<table><tr><td>Authors:</td><td>miranda beltzer; katharine e. daniel; alexander r. daros; bethany a. teachman</td></tr><tr><td>Title:</td><td>changes in learning from social feedback after web-based interpretation bias modification: secondary analysis of a digital mental health intervention among individuals with high social anxiety symptoms</td></tr><tr><td>Source:</td><td>jmir formative research, 7, e44888-e44888</td></tr><tr><td>Year:</td><td>2023</td></tr></table>"	https://doi.org/https://doi.org/10.2196/44888	1.0486	-0.4182	7	429	601	0	0	2023	0	0
6524	matthew g. whalley (2023)	"<table><tr><td>Authors:</td><td>matthew g. whalley; dong hoon lee</td></tr><tr><td>Title:</td><td>integrating compassion into emdr for ptsd</td></tr><tr><td>Source:</td><td>obm integrative and complimentary medicine, 08(04), 1-18</td></tr><tr><td>Year:</td><td>2023</td></tr></table>"	https://doi.org/https://doi.org/10.21926/obm.icm.2304058	0.5062	-0.0932	4	506	670	0	0	2023	0	0
6525	н.н. болдырев (2023)	"<table><tr><td>Authors:</td><td>н.н. болдырев; elena v. fedyaeva</td></tr><tr><td>Title:</td><td>cognitive research methods in linguistics: conceptual-inferential analysis</td></tr><tr><td>Source:</td><td>vestnik rossijskogo universiteta družby narodov. seriâ: teoriâ âzyka, semiotika, semantika/vestnik rossijskogo universiteta družby narodov. seriâ teoriâ âzyka, semiotika, semantika, 14(3), 686-703</td></tr><tr><td>Year:</td><td>2023</td></tr></table>"	https://doi.org/https://doi.org/10.22363/2313-2299-2023-14-3-686-703	-0.5129	-0.287	1	3	3	0	0	2023	0	0
6527	robert p. nolan (1995)	"<table><tr><td>Authors:</td><td>robert p. nolan; nicholas p. spaños; amber hayward; h. l. scott</td></tr><tr><td>Title:</td><td>the efficacy of hypnotic and nonhypnotic response-based imagery for self-managing recurrent headache</td></tr><tr><td>Source:</td><td>imagination, cognition and personality, 14(3), 183-201</td></tr><tr><td>Year:</td><td>1995</td></tr></table>"	https://doi.org/https://doi.org/10.2190/rwct-78cl-3042-wb34	-0.3331	0.5029	1	133	174	0.0271	3	1995	0.0271	3
6528	ok-choon park (1981)	"<table><tr><td>Authors:</td><td>ok-choon park</td></tr><tr><td>Title:</td><td>a response-sensitive strategy in computer-based instruction: a strategy for concept teaching</td></tr><tr><td>Source:</td><td>journal of educational technology systems, 10(2), 187-197</td></tr><tr><td>Year:</td><td>1981</td></tr></table>"	https://doi.org/https://doi.org/10.2190/eh0c-udgr-nu9h-flfk	-0.8312	0.4038	1	4	4	0.0402	2	1981	0.0402	2
6533	ioannis syros (2022)	"<table><tr><td>Authors:</td><td>ioannis syros; aggeliki karantzali; xenia anastassiou‐hadjicharalambous</td></tr><tr><td>Title:</td><td>trauma-focused cognitive behavioral therapy (tf-cbt), cognitive behavioral intervention on trauma in schools (cbits), and other promising practices in the treatment of post-traumatic stress disorder in children and adolescents: evidence evaluation</td></tr><tr><td>Source:</td><td>obm neurobiology, 06(04), 1-34</td></tr><tr><td>Year:</td><td>2022</td></tr></table>"	https://doi.org/https://doi.org/10.21926/obm.neurobiol.2204146	2.3387	-0.9608	7	1	1	0	0	2022	0	0
6534	david peris-delcampo (2020)	"<table><tr><td>Authors:</td><td>david peris-delcampo; enrique cantón</td></tr><tr><td>Title:</td><td>intervención psicológica para el aumento motivacional hacia la actividad física y la pérdida de peso</td></tr><tr><td>Source:</td><td>revista costarricense de psicología, 39(2), 167-188</td></tr><tr><td>Year:</td><td>2020</td></tr></table>"	https://doi.org/https://doi.org/10.22544/rcps.v39i02.03	-0.5544	-0.1444	1	16	20	0	0	2020	0	0
6538	robert d. zettle (1987)	"<table><tr><td>Authors:</td><td>robert d. zettle; steven c. hayes</td></tr><tr><td>Title:</td><td>component and process analysis of cognitive therapy</td></tr><tr><td>Source:</td><td>psychological reports, 61(3), 939-953</td></tr><tr><td>Year:</td><td>1987</td></tr></table>"	https://doi.org/https://doi.org/10.2466/pr0.1987.61.3.939	-0.3645	0.2345	1	529	604	1.2987	69	1987	1.2987	69
6540	liviu a. fodor (2017)	"<table><tr><td>Authors:</td><td>liviu a. fodor; ana cosmoiu; ioana r. podină</td></tr><tr><td>Title:</td><td>cognitive bias modification interventions for attention to and approach of appetitive food stimuli: a meta-analysis</td></tr><tr><td>Source:</td><td>journal of evidence-based psychoterapies, 17(2), 85-104</td></tr><tr><td>Year:</td><td>2017</td></tr></table>"	https://doi.org/https://doi.org/10.24193/jebp.2017.2.5	0.4007	-0.1986	6	156	188	0.4942	18	2017	0.4942	18
6543	solomon tiegerman (1977)	"<table><tr><td>Authors:</td><td>solomon tiegerman; howard kassinove</td></tr><tr><td>Title:</td><td>effects of assertive training and cognitive components of rational therapy on assertive behaviors and interpersonal anxiety</td></tr><tr><td>Source:</td><td>psychological reports, 40(2), 535-542e</td></tr><tr><td>Year:</td><td>1977</td></tr></table>"	https://doi.org/https://doi.org/10.2466/pr0.1977.40.2.535	-0.6435	0.5453	1	150	178	0.2743	18	1977	0.2743	18
6544	marino pérez‐álvarez (2018)	"<table><tr><td>Authors:</td><td>marino pérez‐álvarez</td></tr><tr><td>Title:</td><td>la psicoterapia como ciencia humana, más que tecnológica</td></tr><tr><td>Source:</td><td>papeles del psicólogo, 40(1)</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/https://doi.org/10.23923/pap.psicol2019.2877	-0.0902	-0.1981	1	110	122	0.3287	12	2018	0.3287	12
6545	james h. hilkey (1982)	"<table><tr><td>Authors:</td><td>james h. hilkey; cynthia l. wilhelm; arthur m. horne</td></tr><tr><td>Title:</td><td>comparative effectiveness of videotape pretraining versus no pretraining on selected process and outcome variables in group therapy</td></tr><tr><td>Source:</td><td>psychological reports, 50(3_suppl), 1151-1159</td></tr><tr><td>Year:</td><td>1982</td></tr></table>"	https://doi.org/https://doi.org/10.2466/pr0.1982.50.3c.1151	-1.0096	0.4304	1	19	25	0.2545	19	1982	0.2545	19
6546	theodore wasserman (1979)	"<table><tr><td>Authors:</td><td>theodore wasserman; daniel j. vogrin</td></tr><tr><td>Title:</td><td>relationship of endorsement of rational beliefs, age, months in treatment, and intelligence to overt behavior of emotionally disturbed children</td></tr><tr><td>Source:</td><td>psychological reports, 44(3), 911-917</td></tr><tr><td>Year:</td><td>1979</td></tr></table>"	https://doi.org/https://doi.org/10.2466/pr0.1979.44.3.911	-0.8799	0.2904	1	4	4	0.3809	15	1979	0.3809	15
6548	paul g. schauble (1976)	"<table><tr><td>Authors:</td><td>paul g. schauble; clara g. hill</td></tr><tr><td>Title:</td><td>a laboratory approach to treatment in marriage counseling: training in communication skills</td></tr><tr><td>Source:</td><td>the family coordinator, 25(3), 277-277</td></tr><tr><td>Year:</td><td>1976</td></tr></table>"	https://doi.org/https://doi.org/10.2307/582343	-0.9394	-0.0639	1	47	47	0.3167	13	1976	0.3167	13
